Frame,Class,Confidence,X1,Y1,X2,Y2
369,antenna,0.51,289,183,309,259
369,antenna,0.36,302,70,331,151
369,antenna,0.30,255,183,279,256
370,antenna,0.56,382,89,412,164
370,antenna,0.52,288,183,309,258
370,antenna,0.52,341,117,369,211
370,antenna,0.32,255,184,278,254
370,antenna,0.31,302,71,331,150
371,antenna,0.55,381,88,412,165
371,antenna,0.51,341,117,369,211
371,antenna,0.51,288,183,308,258
372,antenna,0.54,381,87,413,165
372,antenna,0.51,341,118,369,210
372,antenna,0.51,288,182,308,258
373,antenna,0.55,381,88,412,165
373,antenna,0.54,287,182,308,258
373,antenna,0.51,341,119,368,210
373,antenna,0.32,255,184,277,254
374,antenna,0.55,287,182,308,259
374,antenna,0.53,380,88,412,166
374,antenna,0.50,341,118,368,210
374,antenna,0.34,254,183,277,255
375,antenna,0.56,286,182,307,258
375,antenna,0.54,380,87,412,166
375,antenna,0.49,342,118,367,210
375,antenna,0.41,254,183,276,255
376,antenna,0.60,285,182,306,257
376,antenna,0.55,381,89,412,165
376,antenna,0.49,341,118,366,210
376,antenna,0.41,253,183,277,254
377,antenna,0.60,285,182,306,258
377,antenna,0.54,380,89,412,166
377,antenna,0.50,341,118,366,210
377,antenna,0.31,304,72,331,151
378,antenna,0.60,284,182,306,257
378,antenna,0.54,380,90,412,166
378,antenna,0.51,341,118,367,210
378,antenna,0.34,304,72,332,155
379,antenna,0.59,283,182,305,257
379,antenna,0.54,380,92,413,166
379,antenna,0.51,341,118,367,211
379,antenna,0.37,304,72,332,154
380,antenna,0.56,283,182,305,257
380,antenna,0.54,380,92,413,166
380,antenna,0.51,340,118,366,211
380,antenna,0.38,305,72,332,153
381,antenna,0.54,282,182,305,257
381,antenna,0.54,382,94,414,165
381,antenna,0.50,340,118,366,212
381,antenna,0.36,306,72,332,152
382,antenna,0.56,383,94,414,165
382,antenna,0.56,281,182,304,257
382,antenna,0.49,340,119,366,212
382,antenna,0.35,307,72,332,150
383,antenna,0.55,383,94,414,165
383,antenna,0.54,281,182,304,257
383,antenna,0.47,341,120,366,214
383,antenna,0.36,306,72,332,151
384,antenna,0.56,384,94,415,166
384,antenna,0.55,281,183,303,257
384,antenna,0.47,341,120,366,214
384,antenna,0.40,306,73,332,150
385,antenna,0.56,280,183,302,257
385,antenna,0.56,384,94,415,165
385,antenna,0.46,306,73,332,149
385,antenna,0.46,341,122,365,215
386,antenna,0.54,280,183,302,258
386,antenna,0.53,384,93,416,167
386,antenna,0.51,306,72,333,149
386,antenna,0.46,341,122,365,213
387,antenna,0.53,383,93,416,167
387,antenna,0.53,280,182,301,258
387,antenna,0.52,307,71,333,148
387,antenna,0.45,341,122,365,213
388,antenna,0.55,280,182,301,257
388,antenna,0.53,384,94,415,168
388,antenna,0.50,307,71,333,148
388,antenna,0.46,341,123,365,214
389,antenna,0.55,279,182,300,258
389,antenna,0.51,384,95,415,168
389,antenna,0.50,307,72,333,149
389,antenna,0.45,341,122,365,214
390,antenna,0.58,278,182,300,258
390,antenna,0.53,306,72,334,150
390,antenna,0.50,384,97,415,169
390,antenna,0.45,341,121,365,214
391,antenna,0.59,278,182,300,257
391,antenna,0.55,307,73,334,149
391,antenna,0.50,385,97,415,170
391,antenna,0.45,341,122,365,215
392,antenna,0.62,277,183,300,258
392,antenna,0.54,306,73,335,150
392,antenna,0.46,384,97,416,171
392,antenna,0.44,341,122,365,215
393,antenna,0.64,276,182,300,258
393,antenna,0.55,307,73,336,150
393,antenna,0.45,341,123,364,215
393,antenna,0.44,384,100,417,170
394,antenna,0.66,275,182,299,258
394,antenna,0.55,308,73,337,147
394,antenna,0.48,385,100,417,171
394,antenna,0.46,340,124,364,215
395,antenna,0.65,275,182,299,258
395,antenna,0.53,308,73,338,148
395,antenna,0.50,385,100,416,172
395,antenna,0.45,340,124,364,215
396,antenna,0.64,274,183,299,259
396,antenna,0.51,385,101,416,172
396,antenna,0.47,308,73,338,150
396,antenna,0.45,340,124,364,215
397,antenna,0.65,274,184,298,259
397,antenna,0.52,384,101,416,172
397,antenna,0.45,308,73,337,150
397,antenna,0.44,340,124,364,216
398,antenna,0.62,273,184,298,260
398,antenna,0.52,383,101,417,173
398,antenna,0.44,340,124,364,216
398,antenna,0.43,308,74,338,151
399,antenna,0.60,272,184,298,260
399,antenna,0.52,383,100,417,174
399,antenna,0.43,340,125,363,216
399,antenna,0.41,309,74,339,151
400,antenna,0.58,272,184,297,260
400,antenna,0.50,383,101,417,174
400,antenna,0.43,309,74,339,151
400,antenna,0.43,339,128,362,217
401,antenna,0.56,272,184,296,260
401,antenna,0.48,384,101,418,173
401,antenna,0.42,340,127,363,217
401,antenna,0.41,309,74,340,152
402,antenna,0.56,272,183,296,259
402,antenna,0.48,384,101,418,173
402,antenna,0.43,337,128,363,218
402,antenna,0.36,310,74,340,152
403,antenna,0.57,272,184,295,258
403,antenna,0.50,385,101,418,173
403,antenna,0.44,338,128,363,218
403,antenna,0.32,311,74,339,152
404,antenna,0.54,272,184,294,259
404,antenna,0.49,385,102,418,174
404,antenna,0.44,337,128,363,219
404,antenna,0.30,312,74,339,152
405,antenna,0.53,271,185,294,259
405,antenna,0.48,385,101,418,175
405,antenna,0.46,337,128,362,220
405,antenna,0.34,311,75,339,151
406,antenna,0.54,271,186,293,258
406,antenna,0.48,386,101,418,176
406,antenna,0.47,338,129,362,220
406,antenna,0.42,311,76,340,151
406,antenna,0.34,241,180,268,255
407,antenna,0.52,271,185,293,259
407,antenna,0.47,386,102,418,176
407,antenna,0.47,338,129,363,220
407,antenna,0.44,310,76,340,152
408,antenna,0.52,271,186,293,258
408,antenna,0.48,385,102,418,177
408,antenna,0.46,338,129,362,220
408,antenna,0.46,311,76,340,152
409,antenna,0.52,271,187,293,258
409,antenna,0.49,386,103,418,177
409,antenna,0.47,338,130,362,220
409,antenna,0.45,313,77,340,149
410,antenna,0.53,269,187,293,258
410,antenna,0.49,389,106,419,177
410,antenna,0.46,338,130,362,220
410,antenna,0.42,312,77,341,152
411,antenna,0.55,268,187,293,259
411,antenna,0.51,389,108,419,179
411,antenna,0.46,338,131,361,221
411,antenna,0.42,312,79,342,150
412,antenna,0.57,268,188,292,258
412,antenna,0.52,389,109,419,179
412,antenna,0.50,315,79,342,149
412,antenna,0.46,338,132,361,221
412,antenna,0.32,239,180,263,256
413,antenna,0.55,267,187,292,259
413,antenna,0.51,389,109,419,180
413,antenna,0.51,315,78,342,150
413,antenna,0.45,338,132,361,221
414,antenna,0.56,313,79,342,148
414,antenna,0.55,267,188,291,259
414,antenna,0.51,390,109,419,181
414,antenna,0.45,338,133,361,221
414,antenna,0.36,238,180,263,256
415,antenna,0.57,314,79,342,147
415,antenna,0.56,266,188,291,258
415,antenna,0.52,390,109,419,182
415,antenna,0.46,338,134,360,222
415,antenna,0.41,238,180,262,255
416,antenna,0.54,314,79,342,148
416,antenna,0.53,265,189,290,259
416,antenna,0.51,389,109,420,182
416,antenna,0.45,337,134,360,222
416,antenna,0.34,238,180,262,255
417,antenna,0.52,315,80,342,147
417,antenna,0.51,389,109,420,183
417,antenna,0.50,265,189,290,259
417,antenna,0.46,337,134,360,222
417,antenna,0.37,237,181,262,254
418,antenna,0.53,314,80,343,147
418,antenna,0.52,389,110,420,183
418,antenna,0.51,265,189,290,259
418,antenna,0.48,336,135,360,222
418,antenna,0.46,237,181,261,254
419,antenna,0.56,314,81,343,148
419,antenna,0.51,389,110,420,183
419,antenna,0.48,265,189,289,260
419,antenna,0.48,336,136,360,222
419,antenna,0.37,237,181,261,254
420,antenna,0.55,314,81,343,148
420,antenna,0.48,387,107,419,183
420,antenna,0.48,337,136,359,223
420,antenna,0.45,264,190,289,261
420,antenna,0.41,237,180,261,255
421,antenna,0.55,314,82,344,147
421,antenna,0.51,237,180,261,254
421,antenna,0.50,388,111,419,183
421,antenna,0.49,336,137,359,224
421,antenna,0.47,264,190,288,261
422,antenna,0.52,314,82,345,149
422,antenna,0.49,387,111,419,185
422,antenna,0.49,336,138,359,223
422,antenna,0.43,236,180,261,254
422,antenna,0.43,264,190,288,261
423,antenna,0.52,315,83,345,149
423,antenna,0.51,388,113,419,185
423,antenna,0.50,334,139,360,224
423,antenna,0.43,263,190,288,261
423,antenna,0.41,236,180,261,254
424,antenna,0.53,315,83,345,149
424,antenna,0.53,388,113,419,185
424,antenna,0.51,334,140,359,225
424,antenna,0.50,236,180,261,254
424,antenna,0.45,263,191,288,260
425,antenna,0.53,387,114,420,186
425,antenna,0.51,333,139,359,225
425,antenna,0.51,315,84,345,150
425,antenna,0.47,260,189,288,262
425,antenna,0.41,236,180,261,253
426,antenna,0.54,387,114,420,186
426,antenna,0.52,259,189,288,261
426,antenna,0.51,333,139,359,226
426,antenna,0.45,316,84,345,152
426,antenna,0.40,236,180,260,254
427,antenna,0.54,388,114,420,187
427,antenna,0.53,260,190,287,261
427,antenna,0.52,333,140,358,226
427,antenna,0.47,316,85,345,152
427,antenna,0.43,235,180,260,254
428,antenna,0.53,387,114,420,188
428,antenna,0.52,259,190,287,261
428,antenna,0.51,333,140,358,226
428,antenna,0.44,315,85,346,154
428,antenna,0.36,235,180,260,254
429,antenna,0.52,387,114,420,189
429,antenna,0.50,333,140,358,226
429,antenna,0.50,259,190,287,260
429,antenna,0.35,315,85,346,154
429,antenna,0.31,235,180,260,254
430,antenna,0.53,388,114,420,189
430,antenna,0.51,333,141,358,226
430,antenna,0.51,260,191,286,260
430,antenna,0.35,315,85,346,154
430,antenna,0.34,232,180,257,253
431,antenna,0.52,388,114,420,190
431,antenna,0.50,333,141,358,226
431,antenna,0.49,260,191,284,260
431,antenna,0.36,314,83,347,153
431,antenna,0.31,231,180,257,253
432,antenna,0.50,333,142,358,227
432,antenna,0.49,388,114,420,191
432,antenna,0.49,258,191,284,260
432,antenna,0.31,314,84,346,155
433,antenna,0.51,333,142,357,227
433,antenna,0.50,258,191,284,259
433,antenna,0.49,391,117,421,191
433,antenna,0.33,314,84,346,154
433,antenna,0.31,236,107,260,187
434,antenna,0.51,333,142,357,227
434,antenna,0.50,391,117,422,190
434,antenna,0.45,257,191,284,259
435,antenna,0.51,333,142,357,227
435,antenna,0.47,392,118,422,190
435,antenna,0.41,257,191,284,259
436,antenna,0.53,332,142,357,227
436,antenna,0.48,392,118,422,190
436,antenna,0.43,256,191,284,258
436,antenna,0.33,236,104,259,187
436,antenna,0.32,316,84,347,152
437,antenna,0.53,332,142,357,226
437,antenna,0.47,391,118,422,190
437,antenna,0.37,256,191,284,258
437,antenna,0.30,315,84,347,152
438,antenna,0.52,332,141,356,226
438,antenna,0.48,391,117,422,191
438,antenna,0.35,255,191,284,258
439,antenna,0.52,332,141,356,226
439,antenna,0.50,388,113,420,192
439,antenna,0.39,255,191,283,257
439,antenna,0.31,236,101,259,186
440,antenna,0.51,332,142,356,228
440,antenna,0.49,388,111,420,192
441,antenna,0.51,332,142,356,228
441,antenna,0.50,388,111,420,192
442,antenna,0.51,389,112,420,192
442,antenna,0.50,332,141,356,227
442,antenna,0.33,229,175,255,254
442,antenna,0.32,255,190,282,256
442,antenna,0.31,236,101,260,187
443,antenna,0.49,389,112,420,193
443,antenna,0.49,332,143,355,228
444,antenna,0.49,390,113,421,193
444,antenna,0.48,332,143,355,228
445,antenna,0.51,392,116,422,193
445,antenna,0.48,332,142,355,228
445,antenna,0.31,324,85,350,145
446,antenna,0.51,392,115,422,193
446,antenna,0.47,332,142,354,228
446,antenna,0.31,324,85,351,146
447,antenna,0.51,393,115,422,194
447,antenna,0.47,332,143,354,229
447,antenna,0.32,324,85,351,146
448,antenna,0.52,393,116,422,194
448,antenna,0.48,332,143,354,228
448,antenna,0.39,324,85,351,145
448,antenna,0.32,247,180,280,255
449,antenna,0.50,393,115,422,194
449,antenna,0.48,332,143,354,228
449,antenna,0.34,324,85,352,145
450,antenna,0.50,394,115,422,195
450,antenna,0.48,331,142,354,228
451,antenna,0.52,394,117,422,196
451,antenna,0.48,331,142,354,228
451,antenna,0.33,246,181,280,254
452,antenna,0.52,394,116,423,197
452,antenna,0.47,331,142,354,228
453,antenna,0.52,394,117,423,197
453,antenna,0.45,331,142,354,228
454,antenna,0.52,394,118,423,197
454,antenna,0.47,331,142,354,228
454,antenna,0.36,246,184,278,255
455,antenna,0.51,394,117,423,196
455,antenna,0.45,330,142,354,228
455,antenna,0.32,245,182,276,253
456,antenna,0.50,395,117,424,196
456,antenna,0.44,330,141,354,228
456,antenna,0.33,245,182,276,253
457,antenna,0.51,396,124,424,195
457,antenna,0.43,330,141,354,227
457,antenna,0.39,245,183,276,253
457,antenna,0.31,223,169,250,248
458,antenna,0.51,396,124,424,195
458,antenna,0.41,330,142,353,227
458,antenna,0.33,244,182,275,252
459,antenna,0.51,396,124,425,196
459,antenna,0.41,330,142,353,227
459,antenna,0.35,246,183,275,251
460,antenna,0.53,396,124,425,196
460,antenna,0.41,329,142,353,228
460,antenna,0.41,247,184,275,250
460,antenna,0.31,222,168,250,246
461,antenna,0.51,396,124,425,197
461,antenna,0.41,328,142,353,228
461,antenna,0.37,246,183,275,250
462,antenna,0.50,396,125,425,197
462,antenna,0.41,328,141,353,228
462,antenna,0.35,246,183,275,250
463,antenna,0.51,396,125,425,198
463,antenna,0.42,328,141,352,228
463,antenna,0.36,246,183,275,249
463,antenna,0.34,221,168,248,245
464,antenna,0.51,395,123,424,198
464,antenna,0.42,328,140,352,227
464,antenna,0.31,221,168,248,245
465,antenna,0.51,395,124,424,198
465,antenna,0.42,328,140,352,227
465,antenna,0.32,221,167,248,244
466,antenna,0.52,395,124,424,198
466,antenna,0.44,327,141,352,228
466,antenna,0.36,221,166,248,244
467,antenna,0.52,395,125,424,198
467,antenna,0.44,327,139,352,228
468,antenna,0.53,395,125,424,199
468,antenna,0.44,327,137,351,228
469,antenna,0.53,395,125,423,199
469,antenna,0.44,327,138,351,228
469,antenna,0.32,221,164,249,243
470,antenna,0.52,395,124,423,199
470,antenna,0.43,327,136,351,228
471,antenna,0.51,395,123,424,200
471,antenna,0.42,327,135,350,228
472,antenna,0.52,396,124,424,200
472,antenna,0.42,327,137,350,228
472,antenna,0.34,233,176,271,248
472,antenna,0.30,242,180,272,246
472,antenna,0.30,220,163,248,243
473,antenna,0.51,396,125,424,200
473,antenna,0.42,327,138,350,228
473,antenna,0.35,233,176,271,248
474,antenna,0.51,395,125,424,200
474,antenna,0.42,327,140,349,228
474,antenna,0.41,234,177,271,248
475,antenna,0.53,395,126,424,200
475,antenna,0.50,237,176,272,248
475,antenna,0.44,327,142,349,228
476,antenna,0.52,237,176,272,248
476,antenna,0.50,395,125,424,201
476,antenna,0.44,326,141,349,228
477,antenna,0.52,237,177,272,248
477,antenna,0.50,395,125,424,201
477,antenna,0.44,326,140,349,228
478,antenna,0.55,237,177,271,247
478,antenna,0.50,395,126,424,202
478,antenna,0.45,326,140,349,228
478,antenna,0.30,241,98,269,181
479,antenna,0.53,236,177,271,247
479,antenna,0.49,395,126,424,202
479,antenna,0.44,326,140,349,228
479,antenna,0.30,241,97,270,181
480,antenna,0.53,236,177,270,247
480,antenna,0.49,396,127,423,202
480,antenna,0.44,326,140,349,228
480,antenna,0.32,241,97,271,180
481,antenna,0.54,236,177,270,246
481,antenna,0.49,396,128,425,203
481,antenna,0.46,326,141,348,229
481,antenna,0.34,241,96,271,180
482,antenna,0.51,235,177,270,246
482,antenna,0.48,396,130,425,203
482,antenna,0.44,325,140,348,229
482,antenna,0.32,241,96,272,180
482,antenna,0.30,243,93,284,182
483,antenna,0.49,396,130,425,204
483,antenna,0.48,234,176,269,247
483,antenna,0.44,325,139,348,229
483,antenna,0.31,240,96,273,180
484,antenna,0.50,235,175,268,246
484,antenna,0.49,397,131,425,204
484,antenna,0.45,325,139,348,230
484,antenna,0.32,242,94,280,181
485,antenna,0.49,397,131,425,205
485,antenna,0.47,234,173,268,246
485,antenna,0.44,324,137,348,230
485,antenna,0.32,241,95,273,179
486,antenna,0.49,397,131,425,205
486,antenna,0.46,234,172,268,245
486,antenna,0.45,324,135,349,231
486,antenna,0.32,242,93,280,180
487,antenna,0.50,397,131,425,205
487,antenna,0.47,234,171,267,244
487,antenna,0.46,323,134,348,231
487,antenna,0.32,241,94,273,180
488,antenna,0.49,397,132,425,205
488,antenna,0.47,234,171,267,245
488,antenna,0.45,323,131,348,231
488,antenna,0.33,241,94,272,179
489,antenna,0.51,234,170,266,244
489,antenna,0.49,397,132,425,206
489,antenna,0.44,322,131,348,232
489,antenna,0.34,241,94,273,178
490,antenna,0.55,234,170,265,244
490,antenna,0.50,397,132,424,206
490,antenna,0.42,323,134,347,231
490,antenna,0.35,241,94,272,178
491,antenna,0.53,234,170,265,244
491,antenna,0.49,397,132,425,206
491,antenna,0.41,323,133,346,232
491,antenna,0.34,241,93,273,178
492,antenna,0.54,234,170,265,244
492,antenna,0.49,397,132,424,206
492,antenna,0.42,322,134,346,232
492,antenna,0.33,241,93,272,177
493,antenna,0.54,231,166,264,244
493,antenna,0.50,397,132,424,207
493,antenna,0.43,322,135,345,232
493,antenna,0.33,243,92,280,178
494,antenna,0.56,230,166,264,245
494,antenna,0.49,396,133,424,207
494,antenna,0.41,322,135,345,232
494,antenna,0.33,242,92,280,178
495,antenna,0.57,230,166,264,245
495,antenna,0.50,396,132,424,207
495,antenna,0.40,322,136,345,232
495,antenna,0.33,242,92,281,178
496,antenna,0.57,230,166,264,244
496,antenna,0.50,395,132,424,207
496,antenna,0.38,322,138,344,232
496,antenna,0.34,242,92,280,178
497,antenna,0.57,229,164,264,243
497,antenna,0.50,397,137,424,209
497,antenna,0.42,322,144,343,232
497,antenna,0.37,243,93,279,179
498,antenna,0.57,229,164,264,243
498,antenna,0.50,397,138,424,209
498,antenna,0.41,323,148,343,230
498,antenna,0.38,243,92,279,178
499,antenna,0.57,229,163,264,243
499,antenna,0.51,397,139,424,209
499,antenna,0.43,323,149,343,231
499,antenna,0.38,244,93,278,179
500,antenna,0.58,229,164,263,244
500,antenna,0.51,397,139,424,209
500,antenna,0.46,322,149,343,232
500,antenna,0.39,244,93,278,179
501,antenna,0.58,229,165,263,244
501,antenna,0.51,397,140,424,210
501,antenna,0.45,322,150,343,232
501,antenna,0.37,244,93,279,178
502,antenna,0.58,229,165,263,244
502,antenna,0.51,396,140,424,210
502,antenna,0.46,322,151,343,232
502,antenna,0.35,244,94,278,179
503,antenna,0.58,229,165,263,244
503,antenna,0.52,396,140,424,210
503,antenna,0.47,322,151,343,232
503,antenna,0.32,245,95,278,179
504,antenna,0.58,228,164,263,244
504,antenna,0.50,396,134,423,210
504,antenna,0.46,322,151,343,232
505,antenna,0.57,228,164,263,245
505,antenna,0.51,396,141,424,211
505,antenna,0.46,322,151,343,232
505,antenna,0.33,340,89,366,160
506,antenna,0.56,227,164,262,245
506,antenna,0.52,396,142,424,212
506,antenna,0.47,322,151,343,232
506,antenna,0.39,339,89,366,159
507,antenna,0.52,226,164,262,245
507,antenna,0.51,397,141,425,213
507,antenna,0.46,321,151,344,233
507,antenna,0.39,338,89,367,161
508,antenna,0.52,226,165,262,245
508,antenna,0.51,396,141,425,214
508,antenna,0.47,321,151,343,233
508,antenna,0.41,336,89,366,160
509,antenna,0.52,225,165,261,245
509,antenna,0.52,397,141,424,214
509,antenna,0.49,321,151,343,232
509,antenna,0.42,339,90,367,160
510,antenna,0.51,224,163,260,245
510,antenna,0.50,397,141,425,215
510,antenna,0.48,320,150,343,233
510,antenna,0.38,338,90,368,162
511,antenna,0.51,224,162,259,245
511,antenna,0.49,396,140,425,216
511,antenna,0.48,320,150,342,233
511,antenna,0.33,335,90,366,161
512,antenna,0.52,224,162,259,244
512,antenna,0.49,396,140,424,216
512,antenna,0.48,320,150,342,234
512,antenna,0.32,338,91,368,163
513,antenna,0.48,223,163,259,244
513,antenna,0.48,396,139,425,216
513,antenna,0.47,320,150,342,235
513,antenna,0.30,337,91,368,164
514,antenna,0.47,396,140,424,217
514,antenna,0.46,320,151,342,235
514,antenna,0.45,223,163,259,243
515,antenna,0.49,395,143,423,216
515,antenna,0.48,223,164,259,242
515,antenna,0.45,319,151,341,235
515,antenna,0.30,337,92,368,163
516,antenna,0.49,395,143,423,216
516,antenna,0.45,319,151,341,235
516,antenna,0.45,223,164,259,241
516,antenna,0.34,333,90,367,163
517,antenna,0.50,395,144,423,216
517,antenna,0.47,319,151,341,235
517,antenna,0.43,223,164,259,240
517,antenna,0.33,336,92,368,164
518,antenna,0.52,395,145,422,216
518,antenna,0.48,318,152,340,235
518,antenna,0.43,223,165,258,240
518,antenna,0.36,337,92,368,163
519,antenna,0.51,395,144,422,216
519,antenna,0.46,318,152,340,234
519,antenna,0.41,223,165,258,240
519,antenna,0.35,337,92,368,165
520,antenna,0.52,394,144,423,217
520,antenna,0.45,318,151,340,234
520,antenna,0.41,223,166,258,241
520,antenna,0.30,336,92,368,164
521,antenna,0.54,394,146,422,217
521,antenna,0.47,317,151,340,234
521,antenna,0.42,223,168,258,241
522,antenna,0.53,393,145,423,218
522,antenna,0.47,316,150,340,234
522,antenna,0.39,223,167,258,242
523,antenna,0.53,393,145,423,218
523,antenna,0.49,315,149,340,234
523,antenna,0.37,223,167,258,241
524,antenna,0.55,393,146,422,218
524,antenna,0.51,315,150,339,234
524,antenna,0.39,223,168,258,240
525,antenna,0.54,393,145,422,218
525,antenna,0.50,315,150,339,234
525,antenna,0.35,222,166,258,240
526,antenna,0.54,392,145,422,219
526,antenna,0.48,315,149,339,235
526,antenna,0.34,222,166,258,240
527,antenna,0.55,392,146,422,219
527,antenna,0.47,315,149,339,235
527,antenna,0.36,222,166,257,240
527,antenna,0.32,339,94,369,166
528,antenna,0.54,392,146,422,219
528,antenna,0.47,314,148,340,235
528,antenna,0.35,222,165,258,241
528,antenna,0.31,338,93,370,170
529,antenna,0.55,391,146,423,220
529,antenna,0.47,313,147,340,235
529,antenna,0.34,336,94,369,173
529,antenna,0.33,221,166,257,241
530,antenna,0.56,391,146,422,220
530,antenna,0.47,314,148,339,234
530,antenna,0.36,337,94,370,172
530,antenna,0.35,216,166,257,240
531,antenna,0.55,392,146,422,221
531,antenna,0.45,313,147,339,234
531,antenna,0.38,335,94,370,174
531,antenna,0.32,221,164,257,241
532,antenna,0.55,392,147,422,222
532,antenna,0.42,312,149,338,235
532,antenna,0.39,336,94,370,174
532,antenna,0.33,216,157,256,239
532,antenna,0.30,252,88,293,185
533,antenna,0.55,392,148,421,222
533,antenna,0.41,313,151,336,235
533,antenna,0.38,337,94,371,173
533,antenna,0.36,216,155,255,239
533,antenna,0.32,252,88,292,184
534,antenna,0.54,392,147,421,223
534,antenna,0.42,313,150,336,236
534,antenna,0.39,336,94,371,175
534,antenna,0.34,215,153,256,239
534,antenna,0.33,252,87,293,185
535,antenna,0.53,392,147,421,223
535,antenna,0.42,313,150,336,237
535,antenna,0.36,337,94,371,174
535,antenna,0.35,215,152,255,239
535,antenna,0.35,252,87,293,186
536,antenna,0.54,391,149,420,224
536,antenna,0.43,313,150,336,237
536,antenna,0.40,215,151,254,240
536,antenna,0.35,252,88,292,185
536,antenna,0.35,338,94,371,173
537,antenna,0.52,391,149,421,224
537,antenna,0.45,311,150,337,238
537,antenna,0.37,214,150,255,240
537,antenna,0.35,252,88,293,186
537,antenna,0.33,337,95,371,175
538,antenna,0.52,391,149,421,225
538,antenna,0.46,310,149,337,238
538,antenna,0.37,214,149,255,240
538,antenna,0.35,252,89,293,186
538,antenna,0.31,338,94,372,176
539,antenna,0.53,391,150,420,225
539,antenna,0.46,310,150,336,238
539,antenna,0.41,215,150,254,240
539,antenna,0.35,252,90,292,185
539,antenna,0.32,340,95,372,175
540,antenna,0.52,390,151,420,226
540,antenna,0.45,310,150,336,238
540,antenna,0.40,214,150,254,241
540,antenna,0.36,252,89,292,186
540,antenna,0.31,340,95,372,176
541,antenna,0.52,390,151,420,227
541,antenna,0.44,310,150,335,239
541,antenna,0.40,214,152,254,240
541,antenna,0.35,252,89,292,185
541,antenna,0.30,340,95,372,175
542,antenna,0.51,389,151,420,227
542,antenna,0.46,310,152,333,239
542,antenna,0.44,215,154,253,240
542,antenna,0.35,252,89,291,185
542,antenna,0.33,341,95,372,175
543,antenna,0.51,389,149,421,228
543,antenna,0.46,310,152,333,240
543,antenna,0.42,214,154,253,240
543,antenna,0.33,340,95,372,176
543,antenna,0.33,252,89,291,186
544,antenna,0.50,389,148,421,229
544,antenna,0.46,310,153,333,238
544,antenna,0.43,214,153,253,240
544,antenna,0.31,252,89,291,186
544,antenna,0.31,340,95,372,177
545,antenna,0.50,388,149,420,229
545,antenna,0.49,310,154,333,238
545,antenna,0.44,215,154,252,240
545,antenna,0.31,342,95,372,176
545,antenna,0.31,251,91,287,186
546,antenna,0.49,388,149,421,229
546,antenna,0.47,309,153,333,240
546,antenna,0.42,214,154,252,239
546,antenna,0.30,341,96,372,176
547,antenna,0.49,387,156,420,227
547,antenna,0.48,309,153,332,240
547,antenna,0.43,214,154,252,239
547,antenna,0.31,341,96,372,176
547,antenna,0.30,252,89,292,187
548,antenna,0.51,388,157,419,227
548,antenna,0.50,309,153,332,240
548,antenna,0.44,215,154,252,238
548,antenna,0.32,253,90,291,186
549,antenna,0.50,309,152,332,239
549,antenna,0.49,387,156,420,227
549,antenna,0.41,214,155,252,238
549,antenna,0.31,340,98,372,175
549,antenna,0.31,252,89,292,188
550,antenna,0.50,309,153,332,239
550,antenna,0.50,387,155,420,228
550,antenna,0.40,214,156,252,237
550,antenna,0.32,252,89,292,188
551,antenna,0.53,308,153,332,239
551,antenna,0.51,387,155,419,229
551,antenna,0.42,214,155,252,236
551,antenna,0.33,252,89,292,188
552,antenna,0.53,308,152,332,239
552,antenna,0.50,386,155,420,229
552,antenna,0.39,214,154,251,236
552,antenna,0.32,252,89,292,189
552,antenna,0.31,341,99,372,175
553,antenna,0.53,307,152,332,239
553,antenna,0.51,386,156,419,230
553,antenna,0.41,214,154,251,235
553,antenna,0.33,340,99,372,175
553,antenna,0.32,253,89,292,190
554,antenna,0.53,307,153,331,238
554,antenna,0.52,386,156,419,230
554,antenna,0.43,214,154,251,234
554,antenna,0.36,342,99,373,173
555,antenna,0.52,307,153,331,238
555,antenna,0.51,386,155,419,230
555,antenna,0.41,213,153,251,235
555,antenna,0.36,342,99,373,174
556,antenna,0.52,306,153,331,238
556,antenna,0.50,386,153,419,231
556,antenna,0.43,214,154,251,236
556,antenna,0.36,343,99,373,174
557,antenna,0.53,306,154,330,237
557,antenna,0.51,387,155,419,231
557,antenna,0.46,214,154,251,236
557,antenna,0.36,344,100,372,173
558,antenna,0.54,306,153,330,238
558,antenna,0.50,387,156,419,231
558,antenna,0.44,213,152,251,236
558,antenna,0.37,342,100,373,174
559,antenna,0.54,305,153,330,238
559,antenna,0.48,387,156,419,232
559,antenna,0.45,213,153,250,236
559,antenna,0.34,343,100,373,174
560,antenna,0.52,305,152,330,239
560,antenna,0.48,387,159,418,231
560,antenna,0.47,213,154,250,236
560,antenna,0.33,343,100,373,174
561,antenna,0.51,305,152,330,238
561,antenna,0.47,387,155,419,232
561,antenna,0.44,213,157,251,236
561,antenna,0.32,343,100,373,174
562,antenna,0.50,305,152,329,238
562,antenna,0.46,387,154,419,232
562,antenna,0.46,213,159,251,236
562,antenna,0.32,343,100,373,174
563,antenna,0.49,306,153,328,238
563,antenna,0.48,387,155,418,232
563,antenna,0.46,213,157,250,236
563,antenna,0.32,344,100,373,174
564,antenna,0.49,305,154,328,238
564,antenna,0.46,386,154,418,233
564,antenna,0.43,212,156,251,236
564,antenna,0.31,343,100,373,175
565,antenna,0.49,305,154,328,238
565,antenna,0.47,386,155,418,233
565,antenna,0.40,212,155,250,235
566,antenna,0.50,386,155,417,233
566,antenna,0.49,305,154,328,239
