Frame,Class,Confidence,X1,Y1,X2,Y2
729,antenna,0.30,283,95,315,174
730,antenna,0.59,210,131,242,198
730,antenna,0.52,258,155,285,237
730,antenna,0.48,320,206,338,272
731,antenna,0.59,209,130,242,198
731,antenna,0.51,258,154,283,238
731,antenna,0.45,320,206,338,274
732,antenna,0.59,209,129,241,198
732,antenna,0.52,258,154,282,238
732,antenna,0.41,319,207,337,274
733,antenna,0.59,209,129,240,197
733,antenna,0.54,258,155,284,236
733,antenna,0.43,319,209,336,272
734,antenna,0.59,209,128,241,197
734,antenna,0.53,257,154,284,236
734,antenna,0.42,318,208,336,273
735,antenna,0.59,210,128,241,196
735,antenna,0.53,256,154,282,235
735,antenna,0.45,317,209,336,272
736,antenna,0.60,210,128,241,195
736,antenna,0.55,256,154,281,235
736,antenna,0.46,316,209,335,272
737,antenna,0.59,210,127,241,195
737,antenna,0.54,255,154,281,234
737,antenna,0.46,316,209,335,272
738,antenna,0.58,210,128,241,194
738,antenna,0.54,255,153,281,234
738,antenna,0.47,315,209,334,273
739,antenna,0.59,210,129,240,193
739,antenna,0.54,255,154,281,233
739,antenna,0.47,315,210,333,272
740,antenna,0.58,210,128,241,193
740,antenna,0.53,255,153,281,232
740,antenna,0.42,314,209,332,272
741,antenna,0.58,210,128,241,193
741,antenna,0.52,254,153,281,232
741,antenna,0.40,313,209,332,273
742,antenna,0.59,210,128,241,193
742,antenna,0.53,254,154,281,232
742,antenna,0.43,313,210,331,272
743,antenna,0.59,210,127,241,194
743,antenna,0.51,254,153,281,232
743,antenna,0.42,313,210,330,273
743,antenna,0.30,283,94,313,177
744,antenna,0.59,210,126,241,194
744,antenna,0.51,254,153,280,232
744,antenna,0.43,313,209,330,273
744,antenna,0.32,284,94,313,176
745,antenna,0.60,210,127,241,194
745,antenna,0.51,254,153,280,232
745,antenna,0.43,313,209,330,273
745,antenna,0.36,284,95,313,176
746,antenna,0.59,210,126,241,194
746,antenna,0.50,253,152,279,232
746,antenna,0.44,312,210,329,273
746,antenna,0.38,284,95,313,176
747,antenna,0.59,210,126,241,193
747,antenna,0.50,253,152,279,232
747,antenna,0.44,312,210,328,273
747,antenna,0.41,284,95,313,175
748,antenna,0.59,210,127,241,192
748,antenna,0.51,253,152,279,232
748,antenna,0.42,311,210,328,272
748,antenna,0.42,284,95,313,175
749,antenna,0.58,210,127,241,192
749,antenna,0.50,253,151,279,232
749,antenna,0.43,284,95,313,175
749,antenna,0.40,310,209,328,273
750,antenna,0.58,210,125,242,192
750,antenna,0.51,253,151,279,232
750,antenna,0.44,283,95,313,175
750,antenna,0.40,309,210,327,272
751,antenna,0.58,211,126,241,191
751,antenna,0.52,252,151,279,232
751,antenna,0.45,284,95,313,174
751,antenna,0.43,309,209,327,272
752,antenna,0.57,211,125,241,191
752,antenna,0.51,252,150,279,233
752,antenna,0.45,283,95,313,174
752,antenna,0.44,308,209,327,274
753,antenna,0.58,211,124,241,191
753,antenna,0.50,252,149,278,233
753,antenna,0.46,284,95,313,172
753,antenna,0.46,307,209,326,274
754,antenna,0.59,211,125,240,189
754,antenna,0.51,252,150,278,233
754,antenna,0.48,307,210,326,273
754,antenna,0.47,284,94,313,172
754,antenna,0.31,334,200,354,266
755,antenna,0.59,211,124,241,190
755,antenna,0.50,252,149,278,233
755,antenna,0.47,284,94,314,172
755,antenna,0.47,306,209,325,274
756,antenna,0.59,212,123,241,190
756,antenna,0.49,251,149,278,233
756,antenna,0.47,284,94,314,172
756,antenna,0.46,306,209,325,274
756,antenna,0.33,334,199,353,267
757,antenna,0.61,212,123,241,189
757,antenna,0.50,251,149,278,233
757,antenna,0.48,306,209,324,273
757,antenna,0.45,284,95,313,171
757,antenna,0.35,335,199,352,266
758,antenna,0.60,212,122,241,190
758,antenna,0.48,251,149,278,233
758,antenna,0.47,305,209,323,273
758,antenna,0.44,284,95,314,171
758,antenna,0.30,335,199,352,266
759,antenna,0.61,212,122,242,190
759,antenna,0.48,305,209,323,274
759,antenna,0.48,251,149,278,233
759,antenna,0.42,284,94,314,172
760,antenna,0.62,212,122,241,190
760,antenna,0.51,305,209,322,273
760,antenna,0.50,251,149,278,232
760,antenna,0.42,284,94,314,172
760,antenna,0.36,334,199,351,265
760,antenna,0.33,353,142,370,207
761,antenna,0.61,212,120,242,190
761,antenna,0.51,304,209,321,274
761,antenna,0.49,251,148,278,233
761,antenna,0.42,284,94,314,173
761,antenna,0.39,333,199,350,266
761,antenna,0.33,353,142,370,208
762,antenna,0.63,212,119,243,190
762,antenna,0.51,304,209,321,273
762,antenna,0.50,250,149,278,232
762,antenna,0.43,333,198,349,267
762,antenna,0.41,284,94,314,173
762,antenna,0.34,352,142,370,209
763,antenna,0.63,212,120,242,189
763,antenna,0.53,250,149,278,232
763,antenna,0.49,303,209,320,273
763,antenna,0.44,332,199,348,266
763,antenna,0.43,285,94,315,172
763,antenna,0.36,352,142,370,209
764,antenna,0.63,212,119,243,190
764,antenna,0.53,250,149,279,232
764,antenna,0.45,302,209,320,274
764,antenna,0.43,285,94,315,173
764,antenna,0.41,331,199,348,267
764,antenna,0.35,351,139,371,210
765,antenna,0.63,212,120,243,190
765,antenna,0.55,249,149,278,232
765,antenna,0.46,302,209,320,274
765,antenna,0.45,286,94,315,173
765,antenna,0.40,330,199,347,267
765,antenna,0.34,351,140,371,210
766,antenna,0.64,212,120,242,188
766,antenna,0.57,249,150,277,231
766,antenna,0.49,301,209,319,272
766,antenna,0.46,286,94,315,172
766,antenna,0.41,331,199,347,267
766,antenna,0.35,351,141,370,210
767,antenna,0.63,212,120,242,188
767,antenna,0.58,249,150,278,232
767,antenna,0.50,300,209,318,273
767,antenna,0.46,286,94,315,172
767,antenna,0.38,330,200,347,268
767,antenna,0.32,351,139,371,210
768,antenna,0.63,212,120,242,188
768,antenna,0.58,248,150,278,232
768,antenna,0.50,299,209,318,273
768,antenna,0.46,286,94,316,172
768,antenna,0.38,328,199,347,267
769,antenna,0.63,212,120,242,187
769,antenna,0.60,248,150,278,231
769,antenna,0.50,299,209,318,272
769,antenna,0.46,286,94,316,172
769,antenna,0.36,327,199,346,266
769,antenna,0.32,360,101,385,165
769,antenna,0.31,353,143,370,210
770,antenna,0.62,212,120,242,187
770,antenna,0.58,247,150,279,232
770,antenna,0.49,298,208,318,273
770,antenna,0.46,286,93,316,172
770,antenna,0.36,327,199,346,268
771,antenna,0.62,212,120,242,187
771,antenna,0.57,247,149,279,232
771,antenna,0.49,297,208,317,273
771,antenna,0.47,286,93,316,172
771,antenna,0.36,327,200,345,268
771,antenna,0.32,352,144,370,211
772,antenna,0.63,212,120,242,186
772,antenna,0.58,247,150,279,231
772,antenna,0.50,297,209,316,273
772,antenna,0.48,287,93,316,172
772,antenna,0.34,327,200,344,268
772,antenna,0.33,362,100,385,165
772,antenna,0.33,352,144,370,211
773,antenna,0.62,212,120,243,186
773,antenna,0.55,246,147,276,234
773,antenna,0.49,297,208,315,273
773,antenna,0.47,287,93,316,172
773,antenna,0.32,352,144,370,212
773,antenna,0.31,326,199,345,269
774,antenna,0.62,212,119,243,185
774,antenna,0.55,245,145,276,233
774,antenna,0.50,297,207,314,274
774,antenna,0.47,287,93,316,172
774,antenna,0.32,352,145,369,211
774,antenna,0.30,362,100,385,166
775,antenna,0.62,212,119,242,184
775,antenna,0.56,246,146,275,232
775,antenna,0.53,296,208,314,273
775,antenna,0.47,289,92,315,169
775,antenna,0.37,325,201,343,267
775,antenna,0.35,350,145,369,210
775,antenna,0.34,363,101,385,165
776,antenna,0.60,212,118,243,184
776,antenna,0.54,245,145,275,232
776,antenna,0.51,295,207,314,274
776,antenna,0.46,288,92,316,169
776,antenna,0.36,324,200,343,268
776,antenna,0.31,349,144,369,211
777,antenna,0.59,212,116,243,184
777,antenna,0.53,295,206,313,274
777,antenna,0.53,245,144,275,231
777,antenna,0.44,289,92,315,169
777,antenna,0.41,323,200,342,267
777,antenna,0.31,351,142,369,212
778,antenna,0.59,213,116,243,183
778,antenna,0.55,294,206,313,273
778,antenna,0.54,245,144,274,230
778,antenna,0.47,323,200,340,265
778,antenna,0.42,287,92,316,169
778,antenna,0.33,351,141,368,212
779,antenna,0.58,213,116,243,184
779,antenna,0.53,294,205,312,273
779,antenna,0.52,245,143,274,230
779,antenna,0.46,323,200,340,266
779,antenna,0.38,289,91,315,168
779,antenna,0.33,351,138,368,212
780,antenna,0.57,213,115,244,183
780,antenna,0.51,245,143,274,229
780,antenna,0.51,293,206,311,273
780,antenna,0.47,322,199,339,266
780,antenna,0.37,289,90,316,169
780,antenna,0.33,351,138,368,213
781,antenna,0.57,213,115,244,182
781,antenna,0.52,246,147,274,227
781,antenna,0.49,293,206,311,272
781,antenna,0.48,322,199,339,266
781,antenna,0.38,290,90,316,169
781,antenna,0.35,348,141,367,213
782,antenna,0.54,213,113,245,182
782,antenna,0.49,245,147,274,228
782,antenna,0.47,292,204,311,273
782,antenna,0.45,321,198,338,267
782,antenna,0.36,290,89,317,169
782,antenna,0.35,348,141,367,214
783,antenna,0.54,213,113,245,182
783,antenna,0.51,245,146,274,227
783,antenna,0.48,291,204,310,273
783,antenna,0.46,321,198,338,267
783,antenna,0.37,348,141,367,214
783,antenna,0.34,291,89,316,169
784,antenna,0.54,213,114,244,181
784,antenna,0.52,245,146,274,226
784,antenna,0.50,290,204,310,271
784,antenna,0.48,321,198,338,266
784,antenna,0.39,348,143,366,214
784,antenna,0.36,291,89,316,168
785,antenna,0.54,213,114,244,181
785,antenna,0.50,289,203,311,272
785,antenna,0.50,245,145,275,227
785,antenna,0.47,320,198,338,267
785,antenna,0.38,347,142,366,215
785,antenna,0.37,291,89,317,169
786,antenna,0.53,213,115,244,181
786,antenna,0.49,288,203,310,272
786,antenna,0.49,245,145,274,227
786,antenna,0.49,318,198,338,267
786,antenna,0.37,347,143,366,215
786,antenna,0.37,291,89,318,169
787,antenna,0.52,213,116,243,180
787,antenna,0.51,245,145,274,226
787,antenna,0.50,288,203,310,272
787,antenna,0.50,318,199,337,267
787,antenna,0.39,291,89,318,169
787,antenna,0.38,347,144,366,215
788,antenna,0.51,213,115,244,180
788,antenna,0.50,288,203,309,272
788,antenna,0.50,245,144,274,226
788,antenna,0.49,318,199,337,267
788,antenna,0.37,347,143,365,213
788,antenna,0.37,291,89,318,169
789,antenna,0.52,214,114,244,180
789,antenna,0.50,288,203,308,272
789,antenna,0.50,245,143,274,226
789,antenna,0.48,318,199,336,267
789,antenna,0.39,347,144,365,214
789,antenna,0.37,292,90,318,169
790,antenna,0.54,288,203,307,272
790,antenna,0.52,214,114,244,180
790,antenna,0.51,245,143,273,226
790,antenna,0.50,318,200,335,267
790,antenna,0.41,347,145,365,213
790,antenna,0.40,292,91,318,169
790,antenna,0.34,367,103,390,168
791,antenna,0.54,287,203,307,274
791,antenna,0.51,214,113,244,180
791,antenna,0.51,245,143,273,226
791,antenna,0.47,318,200,335,268
791,antenna,0.42,292,91,318,169
791,antenna,0.40,347,145,365,214
791,antenna,0.31,367,103,390,168
792,antenna,0.54,287,203,307,274
792,antenna,0.51,244,142,274,226
792,antenna,0.50,214,113,245,180
792,antenna,0.48,317,199,335,267
792,antenna,0.43,292,91,318,168
792,antenna,0.40,347,145,365,214
792,antenna,0.33,368,103,391,168
793,antenna,0.56,286,204,306,273
793,antenna,0.53,244,143,272,226
793,antenna,0.52,317,200,335,265
793,antenna,0.51,214,113,244,179
793,antenna,0.44,292,91,318,168
793,antenna,0.42,347,146,365,214
793,antenna,0.40,368,103,390,167
794,antenna,0.54,285,203,306,273
794,antenna,0.52,244,143,273,226
794,antenna,0.49,316,200,335,266
794,antenna,0.49,214,113,245,180
794,antenna,0.42,291,91,318,168
794,antenna,0.41,367,102,390,167
794,antenna,0.40,346,145,365,215
795,antenna,0.53,284,203,306,273
795,antenna,0.52,244,143,273,226
795,antenna,0.48,214,113,245,180
795,antenna,0.48,315,201,335,267
795,antenna,0.44,291,93,318,168
795,antenna,0.40,346,146,365,215
795,antenna,0.40,366,102,390,167
796,antenna,0.54,284,203,306,273
796,antenna,0.53,244,143,273,225
796,antenna,0.49,214,113,245,179
796,antenna,0.49,315,201,335,268
796,antenna,0.45,291,92,319,171
796,antenna,0.45,366,102,390,168
796,antenna,0.41,346,147,365,215
797,antenna,0.52,244,143,273,226
797,antenna,0.50,283,203,306,274
797,antenna,0.49,290,92,320,171
797,antenna,0.48,214,113,245,180
797,antenna,0.47,314,200,333,268
797,antenna,0.44,366,102,390,169
797,antenna,0.40,346,148,365,215
798,antenna,0.51,243,142,272,226
798,antenna,0.51,291,92,320,169
798,antenna,0.48,216,111,248,177
798,antenna,0.47,314,201,333,269
798,antenna,0.45,283,203,305,274
798,antenna,0.43,367,103,391,170
798,antenna,0.40,346,148,365,216
799,antenna,0.51,243,142,272,226
799,antenna,0.50,292,93,319,166
799,antenna,0.48,314,201,332,269
799,antenna,0.47,217,111,247,177
799,antenna,0.46,368,105,391,170
799,antenna,0.44,281,202,304,275
799,antenna,0.41,346,149,365,216
800,antenna,0.50,291,92,321,167
800,antenna,0.49,243,141,273,226
800,antenna,0.47,313,199,332,269
800,antenna,0.47,217,111,248,177
800,antenna,0.44,367,106,392,171
800,antenna,0.44,281,202,303,275
800,antenna,0.39,345,149,365,216
801,antenna,0.52,291,92,321,168
801,antenna,0.48,217,111,248,177
801,antenna,0.48,243,141,273,227
801,antenna,0.47,312,199,332,271
801,antenna,0.45,367,105,392,172
801,antenna,0.45,280,203,303,274
801,antenna,0.38,345,148,365,217
802,antenna,0.51,217,112,248,177
802,antenna,0.51,292,91,322,168
802,antenna,0.48,243,141,273,226
802,antenna,0.48,312,200,332,270
802,antenna,0.48,280,202,303,273
802,antenna,0.46,368,107,392,173
802,antenna,0.39,345,148,365,216
803,antenna,0.51,217,111,249,177
803,antenna,0.50,292,91,322,169
803,antenna,0.48,242,141,274,227
803,antenna,0.47,312,200,332,270
803,antenna,0.47,280,201,302,273
803,antenna,0.46,368,108,393,174
803,antenna,0.38,345,148,365,217
804,antenna,0.51,217,111,250,177
804,antenna,0.48,242,142,273,227
804,antenna,0.48,311,200,332,270
804,antenna,0.47,279,201,302,273
804,antenna,0.46,292,91,323,170
804,antenna,0.46,368,108,393,174
804,antenna,0.39,345,148,365,217
805,antenna,0.51,218,111,249,176
805,antenna,0.50,242,142,273,226
805,antenna,0.49,279,201,301,273
805,antenna,0.48,311,201,331,270
805,antenna,0.45,368,108,394,174
805,antenna,0.40,345,148,365,217
805,antenna,0.40,292,91,324,171
806,antenna,0.51,218,111,250,176
806,antenna,0.49,242,142,274,227
806,antenna,0.49,279,201,301,273
806,antenna,0.45,367,107,394,175
806,antenna,0.44,311,201,330,270
806,antenna,0.40,344,148,365,217
806,antenna,0.38,292,91,324,172
807,antenna,0.50,278,201,300,273
807,antenna,0.49,241,141,274,227
807,antenna,0.49,218,111,250,176
807,antenna,0.43,370,106,396,174
807,antenna,0.42,310,201,329,270
807,antenna,0.41,343,147,365,218
807,antenna,0.37,293,91,325,171
808,antenna,0.53,278,201,300,273
808,antenna,0.50,243,143,271,225
808,antenna,0.49,218,111,250,176
808,antenna,0.44,310,202,328,269
808,antenna,0.43,371,108,395,175
808,antenna,0.42,343,148,365,218
808,antenna,0.38,293,91,324,170
809,antenna,0.55,277,201,299,273
809,antenna,0.50,242,142,271,225
809,antenna,0.49,219,111,250,176
809,antenna,0.45,310,202,327,268
809,antenna,0.42,367,106,394,175
809,antenna,0.41,343,147,365,218
809,antenna,0.36,293,92,324,170
810,antenna,0.54,277,200,299,273
810,antenna,0.50,219,111,250,177
810,antenna,0.49,242,141,270,225
810,antenna,0.45,309,201,326,268
810,antenna,0.42,368,107,395,176
810,antenna,0.41,343,147,365,218
810,antenna,0.37,293,92,324,169
811,antenna,0.53,276,200,298,272
811,antenna,0.50,219,111,250,176
811,antenna,0.49,240,140,271,226
811,antenna,0.48,308,202,326,267
811,antenna,0.43,368,109,394,175
811,antenna,0.41,343,147,364,218
811,antenna,0.38,293,92,323,169
812,antenna,0.51,276,199,298,271
812,antenna,0.49,308,201,325,267
812,antenna,0.48,241,140,269,225
812,antenna,0.48,219,110,251,176
812,antenna,0.42,368,110,395,176
812,antenna,0.40,343,147,364,218
812,antenna,0.40,293,92,324,169
813,antenna,0.50,307,202,325,267
813,antenna,0.49,272,198,297,273
813,antenna,0.49,241,140,269,225
813,antenna,0.47,219,110,251,175
813,antenna,0.43,369,110,395,177
813,antenna,0.40,343,148,364,218
813,antenna,0.39,293,91,323,168
814,antenna,0.51,273,200,297,272
814,antenna,0.49,307,203,324,267
814,antenna,0.48,241,140,268,224
814,antenna,0.47,219,110,251,174
814,antenna,0.42,369,110,394,177
814,antenna,0.42,294,91,324,167
814,antenna,0.41,343,149,364,218
815,antenna,0.51,272,200,296,273
815,antenna,0.48,241,139,268,224
815,antenna,0.47,306,203,324,267
815,antenna,0.45,219,108,251,174
815,antenna,0.43,295,90,324,167
815,antenna,0.41,343,149,364,218
815,antenna,0.40,369,110,394,178
815,antenna,0.33,218,108,244,178
816,antenna,0.51,271,201,296,274
816,antenna,0.48,306,202,324,268
816,antenna,0.48,241,139,269,224
816,antenna,0.45,220,107,252,173
816,antenna,0.45,295,90,324,167
816,antenna,0.39,343,150,363,218
816,antenna,0.39,371,111,395,178
816,antenna,0.31,218,107,244,178
817,antenna,0.52,272,202,296,273
817,antenna,0.49,305,203,323,269
817,antenna,0.48,241,139,268,223
817,antenna,0.47,295,91,324,168
817,antenna,0.45,220,107,252,173
817,antenna,0.40,343,151,363,218
817,antenna,0.39,373,111,395,178
817,antenna,0.32,218,107,244,178
818,antenna,0.49,272,203,295,273
818,antenna,0.49,305,203,323,269
818,antenna,0.46,241,139,269,223
818,antenna,0.45,295,91,324,168
818,antenna,0.45,220,107,252,173
818,antenna,0.39,371,110,395,178
818,antenna,0.38,343,151,363,219
818,antenna,0.30,218,107,244,178
819,antenna,0.49,271,203,295,272
819,antenna,0.47,295,92,325,169
819,antenna,0.47,304,203,323,268
819,antenna,0.45,241,139,269,223
819,antenna,0.45,220,107,252,173
819,antenna,0.41,373,111,396,177
819,antenna,0.38,343,151,363,219
819,antenna,0.31,218,107,245,178
820,antenna,0.50,271,204,295,272
820,antenna,0.48,295,93,324,168
820,antenna,0.47,304,204,322,268
820,antenna,0.46,220,108,252,172
820,antenna,0.45,241,139,269,222
820,antenna,0.42,373,112,396,177
820,antenna,0.38,343,152,363,219
820,antenna,0.30,218,107,244,178
821,antenna,0.48,271,204,294,272
821,antenna,0.47,304,204,322,269
821,antenna,0.45,239,133,268,225
821,antenna,0.45,220,108,252,173
821,antenna,0.45,296,93,325,168
821,antenna,0.42,373,112,396,177
821,antenna,0.37,343,151,362,218
822,antenna,0.50,271,205,293,273
822,antenna,0.47,304,205,322,270
822,antenna,0.45,240,137,270,222
822,antenna,0.43,296,93,325,167
822,antenna,0.41,220,107,253,175
822,antenna,0.40,373,113,396,177
822,antenna,0.37,343,151,362,219
822,antenna,0.32,218,106,245,180
823,antenna,0.52,271,206,292,273
823,antenna,0.50,304,205,321,270
823,antenna,0.46,297,93,324,167
823,antenna,0.45,240,137,269,222
823,antenna,0.42,220,108,252,174
823,antenna,0.41,374,114,396,177
823,antenna,0.40,342,153,361,219
823,antenna,0.34,219,106,244,179
824,antenna,0.52,270,206,292,274
824,antenna,0.48,296,93,324,168
824,antenna,0.48,303,206,320,271
824,antenna,0.44,240,136,270,222
824,antenna,0.39,220,109,251,174
824,antenna,0.39,342,154,361,220
824,antenna,0.38,373,115,396,177
824,antenna,0.32,219,106,245,180
825,antenna,0.53,270,206,291,274
825,antenna,0.48,302,205,320,270
825,antenna,0.48,296,93,324,169
825,antenna,0.45,240,136,270,222
825,antenna,0.40,341,154,361,220
825,antenna,0.39,220,109,251,174
825,antenna,0.37,373,115,396,178
825,antenna,0.31,219,107,245,180
826,antenna,0.53,270,207,291,274
826,antenna,0.49,296,94,324,169
826,antenna,0.49,301,206,319,270
826,antenna,0.46,240,137,270,222
826,antenna,0.42,341,155,361,220
826,antenna,0.38,373,115,396,178
826,antenna,0.38,221,109,250,174
827,antenna,0.59,269,207,290,273
827,antenna,0.53,301,208,317,269
827,antenna,0.53,297,94,324,168
827,antenna,0.48,241,140,267,221
827,antenna,0.48,340,156,360,220
827,antenna,0.43,220,109,244,176
827,antenna,0.38,375,117,396,178
828,antenna,0.56,269,207,290,274
828,antenna,0.52,300,208,317,270
828,antenna,0.51,297,94,324,168
828,antenna,0.47,340,155,361,221
828,antenna,0.45,241,139,268,222
828,antenna,0.41,220,109,244,176
828,antenna,0.36,374,118,396,179
829,antenna,0.50,300,208,318,270
829,antenna,0.50,268,207,290,276
829,antenna,0.48,298,94,325,168
829,antenna,0.46,339,155,360,222
829,antenna,0.41,240,139,269,222
829,antenna,0.39,221,108,244,176
829,antenna,0.36,373,118,397,180
830,antenna,0.52,298,208,317,270
830,antenna,0.48,298,95,324,168
830,antenna,0.48,339,156,360,222
830,antenna,0.47,268,207,289,275
830,antenna,0.39,221,108,244,175
830,antenna,0.38,238,137,266,223
830,antenna,0.38,373,118,396,181
831,antenna,0.49,298,208,316,271
831,antenna,0.48,339,156,359,223
831,antenna,0.48,298,95,324,168
831,antenna,0.41,268,206,289,276
831,antenna,0.38,373,118,397,181
831,antenna,0.37,238,136,266,224
831,antenna,0.36,221,107,245,176
832,antenna,0.48,339,156,359,223
832,antenna,0.48,298,209,316,270
832,antenna,0.47,299,95,324,167
832,antenna,0.40,373,119,397,182
832,antenna,0.39,266,207,288,276
832,antenna,0.36,221,107,244,176
832,antenna,0.34,238,136,265,223
833,antenna,0.49,339,158,358,223
833,antenna,0.48,298,209,315,270
833,antenna,0.46,299,95,324,166
833,antenna,0.41,373,119,396,181
833,antenna,0.40,266,207,287,275
833,antenna,0.34,222,108,248,173
833,antenna,0.32,238,137,264,223
834,antenna,0.48,339,158,358,223
834,antenna,0.45,297,209,315,270
834,antenna,0.43,299,96,324,166
834,antenna,0.42,370,119,396,182
834,antenna,0.36,264,206,287,273
834,antenna,0.31,222,107,249,174
835,antenna,0.48,338,158,358,223
835,antenna,0.44,296,209,314,270
835,antenna,0.42,370,119,395,182
835,antenna,0.42,300,96,324,166
835,antenna,0.30,222,107,249,174
836,antenna,0.50,339,159,357,224
836,antenna,0.47,296,209,314,270
836,antenna,0.43,371,119,395,182
836,antenna,0.43,300,96,324,166
836,antenna,0.34,264,207,286,272
836,antenna,0.30,223,107,248,174
837,antenna,0.47,338,159,357,224
837,antenna,0.45,294,209,314,271
837,antenna,0.42,300,96,324,166
837,antenna,0.42,373,120,396,182
837,antenna,0.34,263,206,285,272
838,antenna,0.49,294,209,313,271
838,antenna,0.44,339,160,356,224
838,antenna,0.43,300,96,324,167
838,antenna,0.41,373,120,396,182
838,antenna,0.37,263,207,284,270
839,antenna,0.52,294,210,312,271
839,antenna,0.44,300,96,324,167
839,antenna,0.43,338,161,356,224
839,antenna,0.41,374,121,396,182
839,antenna,0.41,262,207,284,270
840,antenna,0.48,292,209,311,270
840,antenna,0.44,299,96,324,169
840,antenna,0.41,337,161,356,224
840,antenna,0.40,373,121,396,183
840,antenna,0.32,262,206,284,270
841,antenna,0.47,292,209,310,270
841,antenna,0.44,299,96,324,169
841,antenna,0.44,336,160,357,225
841,antenna,0.39,373,121,396,183
841,antenna,0.31,261,205,284,269
842,antenna,0.48,291,209,310,270
842,antenna,0.47,299,96,324,170
842,antenna,0.45,335,160,355,224
842,antenna,0.41,260,204,284,269
842,antenna,0.39,373,121,396,183
843,antenna,0.46,290,209,310,270
843,antenna,0.45,299,96,325,171
843,antenna,0.44,335,160,355,226
843,antenna,0.38,373,121,396,184
843,antenna,0.36,259,203,283,268
844,antenna,0.45,289,208,309,270
844,antenna,0.43,299,96,325,171
844,antenna,0.42,335,160,355,227
844,antenna,0.37,369,119,395,185
844,antenna,0.35,259,203,281,267
845,antenna,0.46,289,208,308,270
845,antenna,0.44,299,96,325,171
845,antenna,0.42,335,160,356,226
845,antenna,0.38,259,205,279,267
845,antenna,0.37,370,119,395,185
846,antenna,0.43,288,208,308,270
846,antenna,0.42,334,160,356,227
846,antenna,0.42,299,97,325,171
846,antenna,0.36,369,119,395,186
846,antenna,0.34,258,204,280,266
847,antenna,0.42,334,160,356,228
847,antenna,0.41,299,97,325,171
847,antenna,0.41,288,209,307,270
847,antenna,0.36,369,120,394,186
847,antenna,0.33,257,205,280,267
848,antenna,0.46,300,97,325,170
848,antenna,0.42,288,211,307,269
848,antenna,0.42,334,161,356,228
848,antenna,0.37,370,120,394,185
848,antenna,0.35,258,206,280,267
849,antenna,0.46,299,97,325,170
849,antenna,0.41,334,161,356,228
849,antenna,0.41,288,211,306,270
849,antenna,0.38,369,120,394,186
850,antenna,0.50,299,97,326,170
850,antenna,0.43,287,211,306,270
850,antenna,0.41,334,161,355,228
850,antenna,0.39,370,120,395,186
851,antenna,0.54,300,97,325,169
851,antenna,0.48,287,211,306,271
851,antenna,0.40,334,162,354,227
851,antenna,0.40,370,121,395,186
852,antenna,0.56,299,97,326,170
852,antenna,0.48,285,211,306,271
852,antenna,0.38,334,162,354,228
852,antenna,0.37,370,121,395,187
853,antenna,0.57,299,97,326,171
853,antenna,0.50,285,211,305,272
853,antenna,0.37,334,162,354,228
853,antenna,0.36,370,121,395,187
854,antenna,0.59,300,97,326,170
854,antenna,0.53,285,211,305,272
854,antenna,0.40,370,122,395,187
854,antenna,0.38,334,163,352,229
855,antenna,0.55,300,97,326,170
855,antenna,0.49,285,211,305,272
855,antenna,0.40,369,123,396,188
855,antenna,0.37,334,164,352,230
856,antenna,0.52,301,97,326,170
856,antenna,0.47,284,211,304,272
856,antenna,0.41,369,124,396,189
856,antenna,0.38,333,165,353,230
857,antenna,0.49,302,98,325,170
857,antenna,0.48,284,211,303,272
857,antenna,0.43,333,166,353,229
857,antenna,0.41,370,125,396,189
858,antenna,0.48,302,99,326,170
858,antenna,0.44,283,211,302,272
858,antenna,0.44,332,166,353,229
858,antenna,0.43,369,125,396,190
859,antenna,0.47,301,99,327,170
859,antenna,0.45,369,125,396,191
859,antenna,0.45,332,166,353,229
859,antenna,0.43,282,211,302,271
860,antenna,0.48,301,100,327,169
860,antenna,0.47,332,167,353,228
860,antenna,0.47,369,127,396,191
860,antenna,0.44,282,211,302,271
861,antenna,0.49,301,100,328,170
861,antenna,0.48,369,127,396,192
861,antenna,0.46,332,167,353,228
861,antenna,0.43,281,211,302,271
862,antenna,0.50,368,126,396,192
862,antenna,0.48,331,168,352,229
862,antenna,0.47,302,99,328,171
862,antenna,0.45,281,210,301,271
863,antenna,0.51,331,168,352,229
863,antenna,0.48,369,126,396,191
863,antenna,0.47,281,210,300,271
863,antenna,0.41,303,100,328,171
864,antenna,0.49,331,168,352,229
864,antenna,0.47,368,124,396,192
864,antenna,0.44,280,211,300,272
864,antenna,0.37,302,100,330,172
865,antenna,0.48,331,169,352,229
865,antenna,0.46,369,124,396,193
865,antenna,0.46,280,210,300,272
865,antenna,0.35,302,101,330,173
866,antenna,0.49,331,169,352,229
866,antenna,0.48,280,210,299,272
866,antenna,0.44,370,127,398,192
866,antenna,0.33,303,101,330,172
867,antenna,0.49,279,210,299,272
867,antenna,0.46,331,169,352,230
867,antenna,0.45,369,128,398,192
867,antenna,0.35,303,102,330,173
868,antenna,0.50,279,211,299,272
868,antenna,0.46,370,128,398,193
868,antenna,0.45,330,169,351,231
868,antenna,0.38,303,101,329,173
869,antenna,0.52,279,212,298,271
869,antenna,0.46,331,170,351,231
869,antenna,0.43,370,129,398,193
869,antenna,0.39,304,102,329,172
870,antenna,0.52,278,211,298,271
870,antenna,0.43,370,128,398,194
870,antenna,0.41,330,170,351,232
870,antenna,0.35,305,101,328,173
